instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,hour_sin,hour_cos,month_sin,month_cos
13514,2012-07-22,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,5,14,19,2012-07-22 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13515,2012-07-22,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0.0,13,25,38,2012-07-22 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13516,2012-07-22,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0.0,31,122,153,2012-07-22 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13517,2012-07-22,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0.0,79,179,258,2012-07-22 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13518,2012-07-22,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0.0,114,265,379,2012-07-22 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13519,2012-07-22,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,191,314,505,2012-07-22 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13520,2012-07-22,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,178,326,504,2012-07-22 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13521,2012-07-22,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,238,388,626,2012-07-22 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13522,2012-07-22,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,256,360,616,2012-07-22 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13523,2012-07-22,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,254,370,624,2012-07-22 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13524,2012-07-22,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,245,383,628,2012-07-22 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13525,2012-07-22,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,188,368,556,2012-07-22 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13526,2012-07-22,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,173,342,515,2012-07-22 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13527,2012-07-22,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,180,342,522,2012-07-22 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13528,2012-07-22,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,124,254,378,2012-07-22 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13529,2012-07-22,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345,2012-07-22 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13530,2012-07-22,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,55,136,191,2012-07-22 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13531,2012-07-22,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,33,90,123,2012-07-22 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13532,2012-07-23,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,11,36,47,2012-07-23 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13533,2012-07-23,3,1,7,1,0,1,1,1,0.66,0.5909,0.89,0.194,7,20,27,2012-07-23 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13534,2012-07-23,3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,3,14,17,2012-07-23 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13535,2012-07-23,3,1,7,3,0,1,1,2,0.66,0.5909,0.94,0.0896,0,2,2,2012-07-23 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13536,2012-07-23,3,1,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,0,8,8,2012-07-23 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13537,2012-07-23,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,3,48,51,2012-07-23 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13538,2012-07-23,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,157,2012-07-23 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13539,2012-07-23,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,17,404,421,2012-07-23 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13540,2012-07-23,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,47,691,738,2012-07-23 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13541,2012-07-23,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,57,288,345,2012-07-23 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13542,2012-07-23,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0.0,63,137,200,2012-07-23 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13543,2012-07-23,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,69,129,198,2012-07-23 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13544,2012-07-23,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642,109,205,314,2012-07-23 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13545,2012-07-23,3,1,7,13,0,1,1,2,0.8,0.7424,0.52,0.1045,64,176,240,2012-07-23 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13546,2012-07-23,3,1,7,14,0,1,1,2,0.78,0.7424,0.59,0.1642,82,189,271,2012-07-23 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13547,2012-07-23,3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,76,205,281,2012-07-23 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13548,2012-07-23,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,111,346,457,2012-07-23 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13549,2012-07-23,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,87,760,847,2012-07-23 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13550,2012-07-23,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,69,672,741,2012-07-23 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13551,2012-07-23,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,582,2012-07-23 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13552,2012-07-23,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,56,347,403,2012-07-23 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13553,2012-07-23,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,45,251,296,2012-07-23 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13554,2012-07-23,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194,40,169,209,2012-07-23 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13555,2012-07-23,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,16,98,114,2012-07-23 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13556,2012-07-24,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,64,2012-07-24 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13557,2012-07-24,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,7,10,17,2012-07-24 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13558,2012-07-24,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16,2012-07-24 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13559,2012-07-24,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,1,5,6,2012-07-24 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13560,2012-07-24,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6,2012-07-24 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13561,2012-07-24,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,5,45,50,2012-07-24 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13562,2012-07-24,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,190,2012-07-24 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13563,2012-07-24,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,516,2012-07-24 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13564,2012-07-24,3,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,49,694,743,2012-07-24 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13565,2012-07-24,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0.0,40,299,339,2012-07-24 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13566,2012-07-24,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,62,156,218,2012-07-24 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13567,2012-07-24,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,45,156,201,2012-07-24 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13568,2012-07-24,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,60,169,229,2012-07-24 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13569,2012-07-24,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,73,200,273,2012-07-24 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13570,2012-07-24,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,48,196,244,2012-07-24 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13571,2012-07-24,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,285,2012-07-24 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13572,2012-07-24,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,455,2012-07-24 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13573,2012-07-24,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869,2012-07-24 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13574,2012-07-24,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877,2012-07-24 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13575,2012-07-24,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,632,2012-07-24 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13576,2012-07-24,3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,85,438,523,2012-07-24 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13577,2012-07-24,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325,378,2012-07-24 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13578,2012-07-24,3,1,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,43,226,269,2012-07-24 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13579,2012-07-24,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,192,2012-07-24 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13580,2012-07-25,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,9,57,66,2012-07-25 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13581,2012-07-25,3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,2,26,28,2012-07-25 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13582,2012-07-25,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12,2012-07-25 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13583,2012-07-25,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,1,11,12,2012-07-25 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13584,2012-07-25,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,4,2012-07-25 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13585,2012-07-25,3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,59,2012-07-25 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13586,2012-07-25,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.194,11,179,190,2012-07-25 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13587,2012-07-25,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,507,2012-07-25 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13588,2012-07-25,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,788,2012-07-25 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13589,2012-07-25,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,342,2012-07-25 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13590,2012-07-25,3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,68,163,231,2012-07-25 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13591,2012-07-25,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0.0,79,202,281,2012-07-25 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13592,2012-07-25,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,77,233,310,2012-07-25 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13593,2012-07-25,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,312,2012-07-25 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13594,2012-07-25,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159,247,2012-07-25 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13595,2012-07-25,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,94,223,317,2012-07-25 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13596,2012-07-25,3,1,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,91,393,484,2012-07-25 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13597,2012-07-25,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.0,130,783,913,2012-07-25 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13598,2012-07-25,3,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,104,787,891,2012-07-25 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13599,2012-07-25,3,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,116,582,698,2012-07-25 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13600,2012-07-25,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,106,461,567,2012-07-25 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13601,2012-07-25,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,71,326,397,2012-07-25 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13602,2012-07-25,3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,55,223,278,2012-07-25 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13603,2012-07-25,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,52,187,239,2012-07-25 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13604,2012-07-26,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,27,65,92,2012-07-26 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13605,2012-07-26,3,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,6,23,29,2012-07-26 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13606,2012-07-26,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,21,2012-07-26 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13607,2012-07-26,3,1,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,0,8,8,2012-07-26 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13608,2012-07-26,3,1,7,4,0,4,1,1,0.66,0.6212,0.74,0.194,0,4,4,2012-07-26 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13609,2012-07-26,3,1,7,5,0,4,1,1,0.66,0.6212,0.74,0.194,2,40,42,2012-07-26 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13610,2012-07-26,3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,16,165,181,2012-07-26 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13611,2012-07-26,3,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,17,478,495,2012-07-26 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13612,2012-07-26,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680,729,2012-07-26 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13613,2012-07-26,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,55,289,344,2012-07-26 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13614,2012-07-26,3,1,7,10,0,4,1,1,0.74,0.697,0.7,0.2239,79,143,222,2012-07-26 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13615,2012-07-26,3,1,7,11,0,4,1,1,0.8,0.803,0.66,0.2239,69,143,212,2012-07-26 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13616,2012-07-26,3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206,279,2012-07-26 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13617,2012-07-26,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,242,2012-07-26 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13618,2012-07-26,3,1,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,62,151,213,2012-07-26 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13619,2012-07-26,3,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,65,173,238,2012-07-26 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13620,2012-07-26,3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,62,312,374,2012-07-26 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13621,2012-07-26,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,738,2012-07-26 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13622,2012-07-26,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,688,2012-07-26 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13623,2012-07-26,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,614,2012-07-26 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13624,2012-07-26,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,446,2012-07-26 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13625,2012-07-26,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236,271,2012-07-26 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13626,2012-07-26,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,234,2012-07-26 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13627,2012-07-26,3,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127,145,2012-07-26 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13628,2012-07-27,3,1,7,0,0,5,1,1,0.72,0.6818,0.7,0.0,14,83,97,2012-07-27 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13629,2012-07-27,3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42,54,2012-07-27 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13630,2012-07-27,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18,26,2012-07-27 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13631,2012-07-27,3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9,12,2012-07-27 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13632,2012-07-27,3,1,7,4,0,5,1,1,0.7,0.6667,0.79,0.0,3,5,8,2012-07-27 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13633,2012-07-27,3,1,7,5,0,5,1,1,0.7,0.6667,0.84,0.0,3,34,37,2012-07-27 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13634,2012-07-27,3,1,7,6,0,5,1,1,0.7,0.6667,0.79,0.0,10,129,139,2012-07-27 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13635,2012-07-27,3,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.194,13,397,410,2012-07-27 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13636,2012-07-27,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642,676,2012-07-27 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13637,2012-07-27,3,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329,363,2012-07-27 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13638,2012-07-27,3,1,7,10,0,5,1,1,0.84,0.7727,0.47,0.0,85,146,231,2012-07-27 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13639,2012-07-27,3,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,251,2012-07-27 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13640,2012-07-27,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,299,2012-07-27 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13641,2012-07-27,3,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,314,2012-07-27 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13642,2012-07-27,3,1,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,105,221,326,2012-07-27 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13643,2012-07-27,3,1,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242,323,2012-07-27 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13644,2012-07-27,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499,2012-07-27 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13645,2012-07-27,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,699,2012-07-27 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13646,2012-07-27,3,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522,622,2012-07-27 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13647,2012-07-27,3,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,93,423,516,2012-07-27 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13648,2012-07-27,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269,354,2012-07-27 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13649,2012-07-27,3,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189,260,2012-07-27 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13650,2012-07-27,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199,2012-07-27 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
